EPIC ID,campaign,RA (J2000) [deg],Dec (J2000) [deg],magnitude
220548693,8,18.1624800,7.8604610,13.230
220183890,8,16.8046500,-0.6303630,13.231
220261980,8,22.8528000,1.8212190,13.231
220324741,8,21.6253200,3.1661520,13.231
220463949,8,18.7355700,5.9636970,13.231
220479600,8,23.0011350,6.3043570,13.231
220484615,8,19.4886150,6.4203560,13.231
220644818,8,16.9698450,10.0530090,13.231
220652764,8,15.4545300,10.2466520,13.231
220692733,8,18.6172200,11.2718400,13.231
220185735,8,19.7052900,-0.5551080,13.232
220209107,8,16.1727600,0.3250760,13.232
220314481,8,10.0374450,2.9426390,13.232
220418805,8,12.5923200,5.0815520,13.232
220445157,8,17.0543400,5.5861910,13.232
220727825,8,15.4220250,12.3038760,13.232
220188214,8,14.2959750,-0.4574640,13.233
220223339,8,20.5608600,0.8244400,13.233
220232920,8,20.1995400,1.1568780,13.233
220309746,8,17.5923450,2.8470840,13.233
220349964,8,18.4028400,3.6978120,13.233
220435647,8,12.5947800,5.4056780,13.233
220460227,8,18.0466200,5.8865350,13.233
220625093,8,19.2829350,9.5939710,13.233
220726225,8,16.2011700,12.2496810,13.233
220189037,8,20.0591100,-0.4235990,13.234
220228693,8,15.5398200,1.0103970,13.234
220339863,8,9.4961700,3.4794300,13.234
220500245,8,10.3093500,6.7787790,13.234
220662613,8,18.9139350,10.4935760,13.234
220686242,8,17.9957550,11.0933120,13.234
220709722,8,19.7769900,11.7462570,13.234
220723355,8,14.2049700,12.1613740,13.234
220177861,8,16.1565900,-0.8723270,13.235
220265883,8,10.7780100,1.9086680,13.235
220603349,8,11.1000300,9.0999880,13.235
220669073,8,13.1839950,10.6504070,13.235
220166407,8,16.3070250,-1.3386280,13.236
220439622,8,18.3051000,5.4821530,13.236
220442995,8,10.0809600,5.5450390,13.236
220618746,8,16.2850500,9.4471380,13.236
220660854,8,20.7851850,10.4488220,13.236
220213182,8,13.8743850,0.4677590,13.237
220307718,8,22.1533650,2.8010090,13.237
220412660,8,17.6184000,4.9625010,13.237
220558740,8,10.0843800,8.1009770,13.237
220199523,8,11.8546800,-0.0207600,13.238
220215594,8,13.5220650,0.5539180,13.238
220220305,8,20.3471850,0.7180140,13.238
220234068,8,21.4511100,1.1976100,13.238
220300584,8,20.5903500,2.6425690,13.238
220460176,8,23.9139900,5.8855800,13.238
220524849,8,14.5718850,7.3237060,13.238
220702277,8,20.2405350,11.5341680,13.238
220721681,8,15.7503900,12.1100210,13.238
220426365,8,15.1566600,5.2258830,13.239
220613814,8,13.7910750,9.3308270,13.239
220406798,8,16.2934950,4.8500970,13.240
220472888,8,15.8662350,6.1503400,13.240
220519283,8,18.3568350,7.2065350,13.240
220623007,8,13.8397350,9.5441790,13.240
220650482,8,15.0747900,10.1904760,13.240
220171564,8,13.1532150,-1.1361040,13.241
220197852,8,17.8336950,-0.0830600,13.241
220263789,8,19.9218750,1.8633080,13.241
220294102,8,17.0485500,2.5098340,13.241
220648102,8,13.9411050,10.1343100,13.241
220226019,8,16.0106400,0.9184940,13.242
220269284,8,11.5216050,1.9832750,13.242
220549895,8,16.5965550,7.8900760,13.242
220558112,8,19.2088050,8.0867910,13.242
220718010,8,15.4046700,11.9930760,13.242
220283252,8,13.7801250,2.2786610,13.243
220153685,8,16.5364200,-1.7597160,13.244
220458715,8,23.5303650,5.8557630,13.244
220463888,8,16.0371600,5.9625830,13.244
220533869,8,14.4783600,7.5248490,13.244
220680434,8,13.4115450,10.9403000,13.244
220169608,8,17.8013400,-1.2263530,13.245
220507914,8,15.0424950,6.9466760,13.245
220332287,8,18.0059700,3.3239020,13.246
220472079,8,19.0010250,6.1324680,13.246
220482602,8,16.2126150,6.3752790,13.246
220623701,8,12.9657300,9.5602450,13.246
220698340,8,14.7067650,11.4259980,13.246
220337002,8,9.4091550,3.4211600,13.247
220692722,8,15.7704900,11.2716740,13.247
220744083,8,15.4986750,12.8617830,13.247
220159911,8,17.4030900,-1.5457390,13.248
220286376,8,21.5475000,2.3476560,13.248
220446146,8,13.8473700,5.6054560,13.248
220213803,8,20.6291400,0.4899180,13.249
220473568,8,11.2193250,6.1652270,13.249
220527835,8,22.6910400,7.3887190,13.249
220528663,8,14.6005500,7.4071110,13.249
220586719,8,18.0778200,8.7382050,13.250
220434100,8,14.9989950,5.3766120,13.251
220556893,8,10.9642050,8.0583300,13.251
220678142,8,15.2470800,10.8808610,13.251
220684394,8,13.0042950,11.0437580,13.251
220688019,8,18.9313500,11.1408300,13.251
220178623,8,16.6001850,-0.8426110,13.252
220213463,8,11.7231150,0.4781000,13.252
220221373,8,21.8781150,0.7548510,13.252
220475844,8,23.3819550,6.2172400,13.252
220520731,8,13.4354250,7.2363810,13.252
220181872,8,17.1025200,-0.7146750,13.253
220190911,8,19.3655700,-0.3510070,13.253
220312566,8,22.4020500,2.9035700,13.253
220270202,8,12.5815650,2.0021380,13.254
220290791,8,19.0244700,2.4407060,13.254
220332273,8,19.0704600,3.3236460,13.254
220447868,8,23.6875200,5.6386420,13.254
220451178,8,10.0290750,5.7059750,13.254
220566474,8,17.4230850,8.2797190,13.254
220686347,8,18.0654750,11.0955260,13.254
220175478,8,12.6622950,-0.9671110,13.255
220176326,8,13.0146450,-0.9335050,13.255
220311854,8,13.8582300,2.8890850,13.255
220334409,8,17.0798400,3.3688700,13.255
220405777,8,12.2891100,4.8303430,13.255
220563655,8,9.2418600,8.2120690,13.255
220645053,8,11.7546450,10.0595350,13.255
220340754,8,16.8828000,3.4983280,13.256
220360045,8,9.8995500,3.9020770,13.256
220395561,8,16.3680450,4.6260090,13.256
220399964,8,11.8202250,4.7155190,13.256
220415240,8,11.5689600,5.0131050,13.256
220476471,8,17.8020600,6.2310580,13.256
220487974,8,21.3979200,6.4944840,13.256
220529061,8,10.0795050,7.4152100,13.256
220675217,8,14.5379400,10.8051270,13.256
220232764,8,15.0123150,1.1514740,13.257
220268878,8,15.9834300,1.9744200,13.257
220350793,8,16.1042700,3.7141970,13.257
220555504,8,13.4847750,8.0257480,13.257
220563048,8,16.8907650,8.1974370,13.257
220700884,8,16.2334050,11.4967970,13.257
220223959,8,16.9123350,0.8467050,13.258
220307964,8,14.2912350,2.8067870,13.258
220447554,8,16.3389900,5.6323570,13.258
220486255,8,22.9394550,6.4562430,13.258
220558672,8,9.6628950,8.0993700,13.258
220225881,8,11.4714150,0.9137660,13.259
220309192,8,14.8431600,2.8343080,13.259
220314877,8,17.3473650,2.9514480,13.259
220343413,8,9.5457450,3.5550450,13.259
220616669,8,19.0232550,9.3985120,13.259
220274173,8,16.4076600,2.0845130,13.260
220434527,8,22.0547850,5.3847000,13.260
220533172,8,17.9800650,7.5088900,13.260
220191039,8,19.0427550,-0.3460110,13.261
220502120,8,18.8516700,6.8210040,13.261
220626413,8,11.0171250,9.6238240,13.261
220665990,8,17.3903400,10.5764530,13.261
220470157,8,11.8812750,6.0917000,13.262
220146830,8,17.6269050,-2.0104200,13.263
220176406,8,19.3810050,-0.9302720,13.263
220196047,8,12.0481950,-0.1527110,13.263
220301115,8,19.4675400,2.6538420,13.263
220258910,8,23.1340200,1.7531900,13.264
220534140,8,10.1118900,7.5308720,13.264
220644941,8,19.3636800,10.0564980,13.264
220658654,8,18.9652500,10.3932910,13.264
220693032,8,19.6649700,11.2809870,13.264
220168035,8,18.9637800,-1.2856350,13.265
220436374,8,15.9986550,5.4197710,13.265
220588411,8,17.5756200,8.7736600,13.265
220140731,8,17.3779500,-2.2591810,13.266
220216187,8,13.4902800,0.5749050,13.266
220227928,8,20.3237400,0.9846350,13.266
220259397,8,16.0567800,1.7636290,13.266
220319683,8,16.5258450,3.0544140,13.266
220449712,8,23.7988200,5.6764400,13.266
220550457,8,18.5655450,7.9040910,13.266
220275946,8,21.9733200,2.1207900,13.267
220172961,8,14.3811600,-1.0744170,13.268
220232809,8,15.8154450,1.1529560,13.268
220278378,8,22.4207400,2.1717300,13.268
220313958,8,11.6649000,2.9319030,13.268
220344565,8,18.1132350,3.5803190,13.268
220354979,8,11.3453700,3.8007110,13.268
220358206,8,12.5793900,3.8663160,13.268
220374906,8,13.3929450,4.2040110,13.268
220557108,8,17.3116800,8.0632460,13.268
220250376,8,20.2890300,1.5805700,13.269
220252774,8,12.7125900,1.6284500,13.269
220277833,8,18.4185000,2.1610440,13.269
220277833,8,18.4185000,2.1610440,13.269
220448906,8,12.0807600,5.6593280,13.269
220280401,8,15.3423450,2.2152880,13.270
220482336,8,22.6852050,6.3689810,13.270
220523228,8,17.8793100,7.2889410,13.270
220593098,8,9.5575350,8.8755820,13.270
220617998,8,16.2116700,9.4299880,13.270
220741084,8,15.7495950,12.7549670,13.270
220213984,8,14.0079450,0.4953790,13.271
220487430,8,18.3122250,6.4817410,13.271
220494191,8,13.0201050,6.6328220,13.271
220412837,8,16.6192350,4.9655740,13.272
220459232,8,23.2171500,5.8658320,13.272
220638359,8,14.0932800,9.8964890,13.272
220182453,8,12.9134250,-0.6906370,13.273
220452190,8,11.5462350,5.7263460,13.273
220595299,8,14.7593850,8.9209130,13.273
220362678,8,16.4328450,3.9567260,13.274
220409036,8,9.3161850,4.8908990,13.274
220476443,8,12.7427700,6.2303530,13.274
220519296,8,19.7093700,7.2067350,13.274
220526846,8,19.5339000,7.3662810,13.274
220628567,8,19.3418850,9.6721500,13.274
220199259,8,15.1861800,-0.0306480,13.275
220252653,8,19.3081950,1.6261340,13.275
220382868,8,8.5953000,4.3712340,13.275
220477990,8,22.8509700,6.2677220,13.275
220480333,8,21.2832150,6.3219660,13.275
220729101,8,15.3685200,12.3435440,13.275
220742939,8,15.7594200,12.8189790,13.275
220183566,8,12.8776500,-0.6439650,13.276
220298015,8,14.5991400,2.5867360,13.276
220416518,8,15.3500700,5.0380810,13.276
220501250,8,21.4770750,6.8014860,13.276
220561876,8,14.2506000,8.1701340,13.276
220565891,8,14.1700800,8.2649280,13.276
220580183,8,12.8870100,8.5994690,13.276
220602779,8,17.2974150,9.0868340,13.276
220623135,8,18.9862800,9.5469630,13.276
220635919,8,17.5056450,9.8404760,13.276
220652412,8,14.0453850,10.2379730,13.276
220713914,8,16.5805950,11.8684700,13.276
220180413,8,17.5343100,-0.7729030,13.277
220182689,8,13.4925900,-0.6801690,13.277
220285298,8,10.2990300,2.3235370,13.277
220393555,8,13.8384450,4.5859960,13.277
220469659,8,19.4765700,6.0806010,13.277
220495816,8,12.0921300,6.6716000,13.277
220507156,8,15.0632250,6.9299470,13.277
220509975,8,11.8407900,6.9928900,13.277
220541613,8,10.8484350,7.7027320,13.277
220744033,8,15.2856450,12.8597630,13.277
220195751,8,13.5219600,-0.1631760,13.278
220299903,8,11.5845600,2.6275250,13.278
220389091,8,17.0431350,4.4966160,13.278
220390799,8,13.4981400,4.5295780,13.278
220552182,8,17.0531850,7.9458420,13.278
220590284,8,17.2031550,8.8135940,13.278
220708266,8,16.5065400,11.7055470,13.278
220287210,8,12.4830450,2.3644250,13.279
220433820,8,16.9804950,5.3715800,13.279
220133060,8,16.9912650,-2.5905770,13.280
220172637,8,16.5359250,-1.0907000,13.280
220557563,8,14.1311700,8.0737930,13.280
220295079,8,22.6241100,2.5292310,13.281
220356166,8,9.0303900,3.8248470,13.281
220410002,8,9.9365250,4.9099770,13.281
220526069,8,18.5644050,7.3504110,13.281
220540626,8,19.4322600,7.6813200,13.281
220634831,8,17.5466550,9.8152870,13.281
220636183,8,16.3785450,9.8464890,13.281
220193544,8,19.9876650,-0.2488380,13.282
220290446,8,18.0433050,2.4335260,13.282
220493466,8,19.7786400,6.6152240,13.282
220557737,8,9.5542650,8.0783930,13.282
220588419,8,10.9984050,8.7739020,13.282
220563052,8,16.8877050,8.1975340,13.283
220594544,8,11.1265950,8.9040950,13.283
220655302,8,16.6550100,10.3110690,13.283
220200949,8,13.7917200,0.0297850,13.284
220256233,8,10.8100950,1.7002020,13.284
220292773,8,22.4087400,2.4810830,13.284
220504916,8,16.6555350,6.8809660,13.284
220508909,8,10.3365150,6.9690620,13.284
220549006,8,18.4246800,7.8681990,13.284
220237308,8,20.2987500,1.2890570,13.285
220274413,8,15.8131650,2.0896660,13.285
220281626,8,16.1473800,2.2421560,13.285
220294075,8,14.1954750,2.5092210,13.285
220438466,8,17.6329950,5.4593250,13.285
220607478,8,12.8538000,9.1901190,13.285
220206536,8,13.6384050,0.2278650,13.286
220331366,8,15.0451800,3.3060660,13.286
220659356,8,12.2652150,10.4105170,13.286
220221684,8,16.6026750,0.7656260,13.287
220282718,8,12.2669700,2.2665910,13.287
220287411,8,16.9893600,2.3683110,13.287
220417178,8,12.7900350,5.0508150,13.287
220423175,8,16.7037300,5.1658380,13.287
220551622,8,14.1849000,7.9322930,13.287
220587071,8,16.6263900,8.7450530,13.287
220200509,8,15.6737250,0.0147170,13.288
220287436,8,17.7515250,2.3690620,13.288
220356607,8,10.1776050,3.8344110,13.288
220532035,8,19.7079750,7.4810540,13.288
220620348,8,16.0564950,9.4842310,13.288
220249066,8,12.4383900,1.5534890,13.289
220300291,8,21.0959250,2.6358620,13.289
220312875,8,15.1229400,2.9088900,13.290
220338860,8,18.0088800,3.4589860,13.290
220538430,8,11.1549000,7.6303850,13.290
220616312,8,17.4893700,9.3902870,13.290
220673129,8,19.7064750,10.7503600,13.290
220710157,8,14.6471100,11.7581410,13.290
220714905,8,15.0797100,11.8994160,13.290
220177976,8,16.4343600,-0.8678290,13.291
220308252,8,21.9015300,2.8136160,13.291
220348551,8,12.9743700,3.6671330,13.291
220349249,8,18.8360400,3.6827890,13.291
220369856,8,18.1683300,4.1029720,13.291
220412700,8,16.7036550,4.9633780,13.291
220416213,8,10.8050400,5.0320060,13.291
220460742,8,15.8415600,5.8969110,13.291
220551798,8,11.7932850,7.9363500,13.291
220638639,8,12.5126850,9.9032010,13.291
220182237,8,18.0774000,-0.7002460,13.292
220228239,8,15.8672700,0.9950720,13.292
220275845,8,22.5579450,2.1188010,13.292
220585126,8,14.5513350,8.7047700,13.292
220666081,8,20.1889050,10.5787310,13.292
220720344,8,19.1708550,12.0676020,13.292
220373668,8,14.0518350,4.1796040,13.293
220497573,8,12.9934200,6.7121770,13.293
220698721,8,16.7610450,11.4375000,13.293
220707591,8,20.0245650,11.6855390,13.293
220202464,8,14.1256350,0.0851070,13.294
220222349,8,11.9450250,0.7891600,13.294
220335334,8,14.0171700,3.3884880,13.294
220501381,8,19.4695350,6.8046690,13.294
220180554,8,13.5275550,-0.7670940,13.295
220624868,8,14.4658800,9.5882670,13.295
220691306,8,15.4174350,11.2330220,13.295
220252882,8,16.4493750,1.6304930,13.296
220289801,8,23.0119350,2.4202520,13.296
220318644,8,12.2585100,3.0318660,13.296
220362386,8,17.8715550,3.9503530,13.296
220535536,8,9.6472350,7.5637670,13.296
220741187,8,15.5442750,12.7591270,13.296
220195945,8,15.4592400,-0.1561780,13.297
220244925,8,12.6614850,1.4622110,13.297
220480506,8,16.2867300,6.3260830,13.297
220490084,8,23.5812300,6.5408090,13.297
220252638,8,20.2884750,1.6259260,13.298
220302738,8,21.7903650,2.6908930,13.298
220317044,8,9.5024250,2.9974570,13.298
220340163,8,15.3338250,3.4856980,13.298
220354128,8,10.7069100,3.7828210,13.298
220404636,8,16.0730850,4.8074750,13.298
220281055,8,11.9003100,2.2290160,13.299
220504610,8,22.9952850,6.8745580,13.299
220173869,8,18.5417400,-1.0362700,13.300
220258141,8,17.6551950,1.7375990,13.300
220399981,8,10.0088550,4.7158460,13.300
220606075,8,13.5631800,9.1597290,13.300
220218988,8,11.5635600,0.6733450,13.301
220222503,8,20.5454250,0.7947380,13.301
220321632,8,18.0317700,3.0976630,13.301
220512566,8,14.6794500,7.0530510,13.301
220660150,8,12.7982400,10.4303830,13.301
220167440,8,13.5823650,-1.3052330,13.302
220168709,8,18.7803600,-1.2639150,13.302
220177729,8,16.7257650,-0.8778170,13.302
220444900,8,16.9408050,5.5811400,13.302
220566301,8,10.3987350,8.2753350,13.302
220350132,8,17.2240650,3.7009630,13.303
220445077,8,13.5258000,5.5846180,13.303
220212601,8,17.6951550,0.4481970,13.304
220420255,8,22.1064300,5.1097570,13.304
220708524,8,13.8573450,11.7124670,13.304
220228216,8,11.9676450,0.9941320,13.305
220509785,8,11.9839500,6.9886910,13.305
220597599,8,18.2827650,8.9712710,13.305
220727826,8,15.0050550,12.3039500,13.305
220309488,8,17.6296350,2.8416210,13.306
220388253,8,16.2728100,4.4799170,13.306
220233811,8,17.1435450,1.1888270,13.308
220325307,8,16.4275200,3.1774430,13.308
220406799,8,13.7989050,4.8501030,13.308
220468882,8,17.1280500,6.0640680,13.308
220354157,8,16.0101600,3.7834630,13.309
220539626,8,10.3066350,7.6582120,13.309
220253761,8,20.3661750,1.6488540,13.310
220465461,8,15.6264900,5.9955470,13.310
220484189,8,22.4828700,6.4107240,13.310
220536497,8,15.3124800,7.5853410,13.310
220648957,8,12.5383350,10.1541040,13.310
220314666,8,19.1669550,2.9466770,13.311
220400797,8,11.8394250,4.7307250,13.311
220462763,8,16.4299050,5.9380070,13.311
220515872,8,22.2619800,7.1304510,13.311
220670165,8,15.4429050,10.6775620,13.311
220298367,8,21.7070250,2.5948510,13.312
220323488,8,11.8746450,3.1386790,13.312
220343877,8,9.0642150,3.5650510,13.312
220486321,8,16.8128850,6.4576330,13.312
220158756,8,17.8928100,-1.5843390,13.313
220248759,8,14.9938950,1.5472900,13.313
220329195,8,10.4036400,3.2621560,13.313
220409488,8,16.0332750,4.8999820,13.313
220495451,8,12.2751600,6.6630330,13.313
220502320,8,10.2385200,6.8253600,13.313
220533477,8,15.7621950,7.5160410,13.313
220589771,8,12.6904500,8.8018400,13.313
220616771,8,11.2549950,9.4007200,13.313
220190908,8,19.2466950,-0.3510170,13.314
220266904,8,15.8149950,1.9320410,13.314
220433367,8,15.0422850,5.3627070,13.314
220521620,8,17.0671500,7.2556070,13.314
220183806,8,17.8066350,-0.6340780,13.315
220281047,8,11.9501550,2.2288710,13.315
220299797,8,18.6653100,2.6251340,13.315
220300273,8,15.9107250,2.6355730,13.315
220455641,8,18.8046600,5.7949480,13.315
220525302,8,14.7173850,7.3331060,13.315
220622778,8,17.7800100,9.5390230,13.315
220508968,8,23.4436050,6.9701950,13.316
220526308,8,19.6725150,7.3556300,13.316
220666092,8,15.4038300,10.5789770,13.316
220695340,8,19.2858600,11.3443290,13.316
220168169,8,18.0513150,-1.2814040,13.317
220230135,8,11.6944650,1.0598320,13.317
220294744,8,13.9130250,2.5225250,13.317
220537353,8,19.4660850,7.6048200,13.317
220599557,8,16.5188250,9.0153610,13.317
220650188,8,12.8454000,10.1829910,13.317
220226856,8,16.8111000,0.9496040,13.318
220258417,8,22.9976100,1.7432660,13.318
220321122,8,18.4282800,3.0866140,13.318
220369505,8,10.3138050,4.0960520,13.318
220493531,8,21.1731900,6.6169640,13.318
220501192,8,23.6883300,6.7999870,13.318
220175982,8,13.0957800,-0.9477210,13.319
220249394,8,21.2522400,1.5603390,13.319
220452329,8,13.0559550,5.7288590,13.319
220492849,8,11.6155200,6.6016650,13.319
220500589,8,10.2391050,6.7862500,13.319
220154832,8,17.9754900,-1.7186940,13.320
220215608,8,20.7346500,0.5544650,13.320
220254991,8,14.5167750,1.6747440,13.320
220322077,8,22.5589500,3.1074200,13.320
220395497,8,13.6816650,4.6248180,13.320
220580649,8,9.8880750,8.6093860,13.320
220313984,8,18.2622600,2.9322800,13.321
220341768,8,10.3725300,3.5199800,13.321
220518425,8,10.3666050,7.1876350,13.321
220564680,8,10.5637650,8.2354630,13.321
220200630,8,19.0327050,0.0192310,13.322
220224900,8,20.6341950,0.8802560,13.322
220227661,8,15.6774000,0.9774210,13.322
220232922,8,14.7398100,1.1570660,13.322
220492031,8,16.2235650,6.5830060,13.322
220499391,8,19.5072000,6.7569010,13.322
220628104,8,11.6490450,9.6610230,13.322
220647947,8,17.8603500,10.1304180,13.322
220260663,8,22.6596450,1.7917700,13.323
220268643,8,21.8659650,1.9693590,13.323
220277548,8,20.5931550,2.1546570,13.323
220619874,8,16.2294450,9.4725410,13.323
220301844,8,21.4408050,2.6705460,13.324
220525458,8,15.0809100,7.3367540,13.324
220539695,8,14.1071250,7.6597500,13.325
220565724,8,9.8069100,8.2604820,13.325
220297266,8,19.3549950,2.5718610,13.326
220568041,8,18.7505400,8.3168590,13.326
220202367,8,20.2306950,0.0815910,13.327
220221190,8,11.0974200,0.7482500,13.327
220328468,8,15.2985300,3.2470890,13.327
220417999,8,16.4407200,5.0667120,13.327
220552200,8,9.4241400,7.9462430,13.327
220583005,8,17.2003050,8.6589660,13.327
220630069,8,10.9870500,9.7058700,13.327
220688403,8,14.9767950,11.1525910,13.327
220469252,8,18.0598800,6.0719460,13.328
220579272,8,9.8207550,8.5796010,13.328
220615579,8,15.7086600,9.3731750,13.328
220633919,8,13.1859600,9.7935750,13.328
220700996,8,19.9698000,11.4992840,13.328
220161057,8,17.1821100,-1.5090440,13.329
220227618,8,18.4476900,0.9756970,13.329
220239989,8,15.5344800,1.3471140,13.329
220366627,8,15.9569850,4.0362040,13.329
220366767,8,13.7828850,4.0394550,13.329
220621076,8,15.3938250,9.5011320,13.329
220337245,8,19.0803600,3.4265280,13.330
220355269,8,11.3029350,3.8060670,13.330
220525462,8,10.2930900,7.3368880,13.330
220647903,8,19.6076850,10.1294750,13.330
220170734,8,12.9411300,-1.1751330,13.331
220210548,8,13.6553850,0.3775020,13.331
220233282,8,16.8845850,1.1704260,13.331
220522541,8,16.2409200,7.2746560,13.331
220658735,8,20.1090750,10.3950930,13.331
220204054,8,14.3288100,0.1398930,13.332
220595304,8,16.6271850,8.9209910,13.332
220608159,8,17.1682650,9.2056670,13.332
220665495,8,17.3099700,10.5642520,13.332
220697182,8,15.2274600,11.3949080,13.332
220228426,8,11.3950950,1.0021660,13.333
220430384,8,9.8592750,5.3041260,13.333
220431338,8,15.1593300,5.3233670,13.333
220736068,8,15.6266700,12.5778840,13.333
220167377,8,13.3914300,-1.3071420,13.334
220211270,8,20.8438350,0.4029270,13.334
220300174,8,11.9000400,2.6337090,13.334
220351693,8,11.1477450,3.7330730,13.334
220438970,8,23.5550400,5.4694100,13.334
220554927,8,12.0247050,8.0124770,13.334
220579457,8,16.2879600,8.5834250,13.334
220720184,8,14.0848950,12.0623000,13.334
220344200,8,14.1112650,3.5722020,13.335
220443781,8,13.3753950,5.5590510,13.335
220613844,8,10.2371550,9.3313000,13.335
220251380,8,10.8695850,1.6007060,13.336
220254964,8,13.1544000,1.6741610,13.336
220337320,8,17.0023050,3.4281210,13.336
220342734,8,22.2036900,3.5408550,13.336
220416488,8,14.0492550,5.0374930,13.336
220153776,8,16.5112050,-1.7567260,13.337
220705853,8,18.4207800,11.6358490,13.337
220177288,8,12.9689550,-0.8965880,13.338
220234499,8,18.9628500,1.2113690,13.338
220377578,8,10.4105100,4.2593050,13.338
220214279,8,16.3206150,0.5051890,13.339
220250969,8,22.1626500,1.5926610,13.339
220501588,8,22.3399500,6.8092440,13.339
220527208,8,10.3417650,7.3745740,13.339
220587366,8,17.6380050,8.7518000,13.339
220588933,8,16.0665900,8.7842000,13.339
220507320,8,22.5153600,6.9338200,13.340
220544295,8,15.7128450,7.7609480,13.340
220565208,8,16.2652050,8.2482540,13.340
220586148,8,17.0258400,8.7263720,13.340
220623684,8,14.4298050,9.5598360,13.340
220163669,8,18.2792850,-1.4252060,13.341
220200210,8,18.9418500,0.0044480,13.341
220257647,8,15.6739350,1.7278270,13.341
220362554,8,9.5034150,3.9537750,13.341
220389413,8,16.5165600,4.5024270,13.341
220499267,8,17.7518100,6.7537720,13.341
220506927,8,17.9321850,6.9247330,13.341
220557585,8,15.4810350,8.0742690,13.341
220612282,8,18.3776100,9.2982440,13.341
220652989,8,16.5859350,10.2526170,13.341
220298569,8,11.7407400,2.5993250,13.342
220350598,8,15.9739050,3.7106020,13.343
220389962,8,10.0114500,4.5128620,13.343
220489525,8,16.1430300,6.5283210,13.343
220676355,8,19.3052850,10.8333500,13.343
220691650,8,13.3550700,11.2432360,13.343
220692045,8,18.8984100,11.2534990,13.343
220351463,8,9.4798200,3.7283940,13.344
220579341,8,13.0999800,8.5808920,13.344
220611713,8,12.6598500,9.2853150,13.344
220262803,8,18.3213150,1.8408110,13.345
220263067,8,17.5233150,1.8467880,13.345
220452904,8,18.7011300,5.7398280,13.345
220487198,8,16.0785900,6.4769090,13.345
220585887,8,16.1640450,8.7206530,13.345
220252381,8,15.8133600,1.6210630,13.346
220292321,8,10.7763450,2.4726860,13.346
220341092,8,16.8876150,3.5053120,13.346
220407434,8,15.6815100,4.8614670,13.346
220700898,8,19.2184800,11.4971720,13.346
220709506,8,18.5153100,11.7399370,13.346
220232406,8,17.0416200,1.1383970,13.347
220277404,8,15.8640150,2.1514570,13.347
220304798,8,21.4873950,2.7379750,13.347
220630741,8,12.6275100,9.7197180,13.347
220168756,8,18.8638950,-1.2621170,13.348
220185794,8,19.1360250,-0.5527730,13.348
220324912,8,15.1684650,3.1696650,13.348
220398546,8,9.4792350,4.6869550,13.348
220433006,8,22.4855550,5.3561280,13.348
220448791,8,13.7801400,5.6568810,13.348
220462396,8,13.3313700,5.9302970,13.348
220490543,8,22.2267000,6.5508700,13.348
220529421,8,17.6055300,7.4232490,13.348
220584639,8,10.3854300,8.6942150,13.348
220600795,8,17.5597350,9.0431860,13.348
220179729,8,16.2289950,-0.7989580,13.349
220208665,8,16.1314950,0.3085220,13.349
220592335,8,16.5736350,8.8585240,13.349
220669306,8,12.7433400,10.6560240,13.349
220675030,8,19.9269600,10.7998960,13.349
220271002,8,13.8339150,2.0182710,13.350
220285328,8,23.1711900,2.3241700,13.350
220303581,8,17.1328200,2.7104100,13.350
220670049,8,15.0035100,10.6743530,13.350
220328463,8,22.1630550,3.2469380,13.351
220397971,8,12.1459650,4.6758480,13.351
220625319,8,12.6616350,9.5994750,13.351
220664207,8,20.5346850,10.5329730,13.351
220361436,8,14.1997350,3.9312540,13.352
220382314,8,14.3458200,4.3593260,13.352
220503176,8,15.3717750,6.8451720,13.352
220505138,8,23.3778000,6.8857820,13.352
220641008,8,19.5246600,9.9619300,13.352
220669408,8,13.0170900,10.6588380,13.352
220411521,8,12.5872050,4.9407700,13.353
220643932,8,19.3996800,10.0301760,13.353
220140289,8,17.4207150,-2.2774660,13.354
220286612,8,21.5657700,2.3521150,13.354
220491492,8,21.3139800,6.5712350,13.354
220507824,8,22.0181400,6.9445090,13.354
220414725,8,22.7586600,5.0034310,13.355
220457813,8,16.8590100,5.8376140,13.355
220514682,8,23.4896250,7.1029510,13.355
220649503,8,13.5650100,10.1663130,13.355
220694062,8,13.1208900,11.3085480,13.355
220161513,8,17.0666400,-1.4946630,13.356
220299110,8,21.5674050,2.6111410,13.356
220341512,8,18.1638900,3.5143530,13.356
220496158,8,12.0815700,6.6790470,13.356
220618466,8,19.1727000,9.4408100,13.356
220620474,8,17.8175550,9.4874280,13.356
220354970,8,10.2213300,3.8005330,13.357
220661061,8,13.8604350,10.4546590,13.357
220678179,8,16.2907050,10.8816500,13.357
220535929,8,10.8038850,7.5728240,13.358
220547881,8,22.9805400,7.8412230,13.358
220566040,8,9.9397200,8.2688980,13.358
220597744,8,17.3901600,8.9745010,13.358
220599791,8,9.7780200,9.0204340,13.358
220307054,8,19.0628550,2.7862770,13.359
220360603,8,18.1036050,3.9137480,13.359
220432376,8,11.3193600,5.3444990,13.359
220516974,8,15.0734100,7.1559650,13.359
220533343,8,14.3927850,7.5127780,13.359
220549402,8,14.6999850,7.8778310,13.359
220612780,8,13.8202050,9.3084620,13.359
220648595,8,17.5458600,10.1458380,13.359
220692188,8,20.3325450,11.2575750,13.359
220186168,8,19.4184000,-0.5357190,13.360
