EPIC ID,campaign,RA (J2000) [deg],Dec (J2000) [deg],magnitude
220298572,8,14.5986150,2.5993740,9.550
220566411,8,15.4435500,8.2778690,9.557
220689701,8,18.0024150,11.1874950,9.557
220636243,8,12.3647250,9.8477760,9.558
220218257,8,18.5494500,0.6495270,9.562
220477704,8,24.0810900,6.2610270,9.562
220213577,8,16.1831250,0.4818710,9.564
220358709,8,10.0965300,3.8746410,9.568
220650136,8,12.5255250,10.1818460,9.571
220254221,8,22.7878050,1.6581720,9.575
220184896,8,19.8819450,-0.5890450,9.576
220214623,8,11.5074000,0.5161560,9.579
220443444,8,11.2687500,5.5529900,9.581
220485374,8,23.5979550,6.4375950,9.582
220464759,8,22.2150300,5.9813160,9.586
220515039,8,17.9932050,7.1109510,9.590
220665941,8,20.6448750,10.5752810,9.590
220675539,8,18.4452450,10.8135770,9.592
220596460,8,18.0508800,8.9466640,9.598
220265613,8,12.8674350,1.9028610,9.602
220191879,8,20.0335200,-0.3140560,9.604
220181390,8,17.4480600,-0.7344210,9.609
220407060,8,10.7041050,4.8549470,9.609
220574720,8,9.7469100,8.4781200,9.609
220253794,8,18.1301850,1.6493310,9.610
220303654,8,18.4853550,2.7117830,9.610
220402630,8,10.2443250,4.7667960,9.612
220270836,8,19.6886700,2.0148600,9.616
220661005,8,16.7436150,10.4531900,9.617
220650789,8,16.7663850,10.1983460,9.621
220493704,8,20.1723300,6.6212880,9.624
220701812,8,15.5808000,11.5218840,9.624
220228790,8,12.1834350,1.0133780,9.628
220282677,8,19.0278900,2.2656970,9.628
220606123,8,12.6134550,9.1608310,9.628
220299674,8,20.7699300,2.6227050,9.633
220216900,8,16.4977500,0.5994040,9.636
220189924,8,14.0268750,-0.3889140,9.641
220517502,8,23.4371100,7.1677660,9.646
220350778,8,13.4544300,3.7139760,9.647
220207376,8,12.4453350,0.2594760,9.653
220530247,8,22.3039050,7.4417710,9.654
220200591,8,18.9303450,0.0176640,9.656
220191128,8,12.7211700,-0.3422640,9.658
220280695,8,22.7268600,2.2212580,9.659
220520477,8,14.5169250,7.2313980,9.662
220580848,8,17.3483550,8.6136200,9.669
220512015,8,22.3464150,7.0411690,9.673
220233338,8,20.7196350,1.1724440,9.675
220339422,8,12.7600650,3.4700340,9.675
220692795,8,12.9459900,11.2736390,9.675
220516706,8,19.3936200,7.1500810,9.676
220567681,8,11.7235800,8.3079780,9.678
220495236,8,18.1666650,6.6583050,9.681
220282082,8,11.2473450,2.2522990,9.683
220530298,8,18.1281900,7.4427930,9.683
220303755,8,9.8752500,2.7139630,9.687
220534729,8,13.6738200,7.5455400,9.687
220221445,8,16.9295100,0.7573640,9.689
220332601,8,16.8275550,3.3304420,9.689
220404775,8,10.5829050,4.8104390,9.696
220341359,8,17.8310100,3.5110560,9.699
220331839,8,9.8664000,3.3148220,9.703
220600489,8,15.9167100,9.0363990,9.705
220252951,8,12.1606800,1.6320070,9.706
220345827,8,22.2827400,3.6093090,9.707
220244538,8,18.8907900,1.4539270,9.709
220652948,8,11.7581700,10.2514620,9.711
220347195,8,22.1341950,3.6386970,9.713
220164883,8,12.8477700,-1.3865140,9.714
220395050,8,10.4805600,4.6151880,9.715
220628328,8,16.2989100,9.6664670,9.715
220374507,8,16.6856400,4.1960860,9.716
220431607,8,11.5906950,5.3288620,9.716
220339873,8,17.8777650,3.4796990,9.718
220189690,8,19.7300550,-0.3981840,9.719
220541307,8,22.7867850,7.6957980,9.720
220254789,8,12.4745100,1.6702610,9.723
220492557,8,23.0262750,6.5946450,9.726
220699811,8,19.0364550,11.4672170,9.728
220286247,8,15.7314150,2.3451210,9.729
220173526,8,15.9724200,-1.0501470,9.730
220176759,8,16.1311200,-0.9164920,9.738
220478941,8,18.2991150,6.2895560,9.739
220282906,8,18.8640300,2.2706620,9.741
220383462,8,15.5588550,4.3830350,9.741
220455195,8,15.9004650,5.7860810,9.741
220153240,8,17.4067050,-1.7766100,9.755
220306557,8,14.2940550,2.7755680,9.755
220166114,8,12.9836400,-1.3474550,9.756
220716782,8,15.3357900,11.9549650,9.761
220449471,8,16.5180300,5.6712890,9.767
220531580,8,15.2016750,7.4704460,9.767
220547198,8,11.1132900,7.8254550,9.770
220284484,8,10.4545500,2.3049080,9.771
220429595,8,22.5835350,5.2882050,9.773
220416730,8,15.6935400,5.0421810,9.775
220457268,8,23.4747300,5.8270710,9.778
220616646,8,15.9916500,9.3980340,9.778
220682692,8,18.4565400,10.9999000,9.778
220181320,8,13.8894000,-0.7370780,9.779
220451656,8,23.2489650,5.7155050,9.782
220464027,8,12.1992000,5.9653280,9.785
220302343,8,18.5559900,2.6815130,9.789
220689100,8,16.7593500,11.1718030,9.790
220444154,8,15.3203550,5.5669480,9.794
220292523,8,11.0414400,2.4764480,9.797
220508008,8,10.0891050,6.9488380,9.797
220508611,8,18.4415400,6.9624610,9.801
220537418,8,18.8371050,7.6064070,9.804
220527736,8,18.7838700,7.3863240,9.806
220235821,8,21.5677950,1.2552990,9.807
220292863,8,22.1933100,2.4831600,9.807
220722432,8,14.7378600,12.1328660,9.811
220150121,8,13.3275300,-1.8895650,9.812
220154535,8,18.3372000,-1.7293410,9.813
220161363,8,16.8533550,-1.4993120,9.818
220306252,8,22.3451850,2.7699980,9.818
220224207,8,16.8176100,0.8560520,9.820
220265562,8,20.9049150,1.9017340,9.823
220667617,8,13.5415050,10.6147740,9.823
220259230,8,10.7335500,1.7599320,9.827
220300607,8,17.9469150,2.6432490,9.829
220585767,8,17.0808450,8.7180690,9.829
220510221,8,15.6236700,6.9985330,9.832
220457361,8,22.8141300,5.8285560,9.834
220347175,8,22.1329500,3.6381920,9.835
220169144,8,18.4245450,-1.2460000,9.836
220394498,8,15.5630700,4.6038870,9.837
220692299,8,20.0499450,11.2606640,9.837
220182383,8,14.9699850,-0.6934950,9.839
220314083,8,15.1470000,2.9341090,9.845
220416144,8,9.3360300,5.0308260,9.846
220203325,8,13.2513900,0.1146050,9.847
220631916,8,16.3481700,9.7462770,9.848
220210415,8,20.0943150,0.3722280,9.850
220639067,8,16.6106250,9.9145810,9.855
220715451,8,19.4079300,11.9159040,9.858
220195408,8,20.1454350,-0.1769560,9.867
220251118,8,14.7164400,1.5957560,9.870
220623236,8,11.0055000,9.5494000,9.872
220623236,8,11.0055000,9.5494000,9.872
220634510,8,11.7360750,9.8080380,9.872
220458298,8,13.6234800,5.8473160,9.877
220401605,8,14.4034200,4.7467770,9.878
220237134,8,15.0892500,1.2853690,9.881
220194989,8,12.6756150,-0.1925460,9.883
220532259,8,13.2752700,7.4860850,9.888
220672428,8,20.3828100,10.7326790,9.888
220250444,8,15.9451050,1.5818300,9.893
220301796,8,21.0079950,2.6695420,9.893
220594326,8,13.2891150,8.8996130,9.897
220514934,8,12.0176700,7.1087930,9.899
220325054,8,18.7771050,3.1725750,9.901
220574716,8,15.4017300,8.4780850,9.903
220209350,8,13.4754150,0.3334680,9.904
220423097,8,22.4420700,5.1639790,9.904
220272431,8,15.0540900,2.0483010,9.905
220633878,8,12.4127400,9.7926980,9.909
220279287,8,10.6310850,2.1920730,9.910
220242132,8,10.7008950,1.3974190,9.911
220219006,8,14.9873850,0.6738960,9.912
220424389,8,17.1163950,5.1901750,9.914
220440526,8,21.8850750,5.4989950,9.915
220499745,8,13.1253900,6.7659650,9.917
220631163,8,16.5381450,9.7293900,9.917
220365174,8,18.4793700,4.0074650,9.920
220237706,8,21.7214700,1.2976550,9.921
220289831,8,21.3768750,2.4208780,9.921
220229732,8,18.8769750,1.0445910,9.923
220686714,8,15.2796750,11.1062780,9.925
220477151,8,12.9269100,6.2479570,9.926
220462292,8,21.5102550,5.9282640,9.931
220638706,8,14.0551650,9.9048990,9.932
220674335,8,18.8482650,10.7821590,9.938
220174864,8,17.7343050,-0.9941580,9.939
220441819,8,13.3781850,5.5237850,9.939
220461396,8,23.7449550,5.9096040,9.942
220421500,8,10.5573000,5.1329070,9.943
220493203,8,16.4244300,6.6096160,9.946
220186461,8,19.8250350,-0.5246300,9.953
220423211,8,16.9931250,5.1666780,9.953
220701189,8,15.9416100,11.5046470,9.954
220222885,8,13.3188900,0.8080180,9.955
220217381,8,20.8874550,0.6181710,9.957
220313847,8,18.2634000,2.9294950,9.959
220317560,8,9.4651200,3.0077740,9.961
220524739,8,10.8038400,7.3214760,9.967
220531163,8,14.3942100,7.4617510,9.969
220254277,8,23.0279700,1.6595630,9.971
220223637,8,14.7450000,0.8353680,9.973
220331852,8,14.3361150,3.3149790,9.976
220602210,8,17.5297200,9.0743620,9.976
220402599,8,10.5934800,4.7661830,9.977
220234417,8,20.2454400,1.2088480,9.979
220441070,8,12.2941500,5.5097350,9.980
220195199,8,20.2783350,-0.1847080,9.982
220558654,8,17.2557600,8.0988590,9.984
220474760,8,11.3546250,6.1922480,9.986
220222351,8,20.4438750,0.7892890,9.988
220654512,8,13.4205150,10.2911030,9.994
220598072,8,15.8119350,8.9822070,9.997
220623878,8,12.6576000,9.5642800,9.998
220440803,8,14.7271200,5.5047770,10.000
220438389,8,23.5970850,5.4578630,10.004
220547698,8,18.5767050,7.8362980,10.005
220382597,8,16.0313250,4.3652970,10.007
220233165,8,18.7609200,1.1651550,10.013
220698463,8,15.5665950,11.4291540,10.013
220452404,8,15.7698600,5.7303900,10.018
220356535,8,16.1612700,3.8327150,10.020
220517293,8,10.4256900,7.1627280,10.020
220622067,8,17.2717950,9.5227670,10.021
220477870,8,16.1455350,6.2647340,10.022
220444756,8,13.1803800,5.5787030,10.023
220699412,8,20.2196700,11.4557190,10.023
220304159,8,16.1070900,2.7232290,10.025
220719168,8,14.2812900,12.0300060,10.030
220171920,8,16.8905250,-1.1216540,10.031
220549542,8,16.7278200,7.8815320,10.031
220340831,8,9.8772300,3.4999120,10.032
220264036,8,11.5531200,1.8685190,10.033
220207374,8,20.9918550,0.2594580,10.035
220276458,8,12.1101750,2.1314130,10.038
220526121,8,12.4510050,7.3516240,10.039
220485645,8,22.2306450,6.4431300,10.040
220329824,8,15.4944900,3.2746630,10.041
220640904,8,17.7462450,9.9594830,10.047
220351940,8,11.3892150,3.7378170,10.048
220579973,8,11.8604550,8.5948680,10.050
220150649,8,17.4116100,-1.8711590,10.051
220566017,8,10.3211700,8.2682120,10.054
220360242,8,18.7556100,3.9061570,10.058
220731321,8,15.2595000,12.4202690,10.059
220614491,8,16.4744250,9.3469660,10.060
220271141,8,12.6383700,2.0208690,10.067
220718159,8,14.5666650,11.9976490,10.068
220282425,8,21.6994650,2.2598740,10.070
220361164,8,14.3587050,3.9259360,10.070
220546750,8,9.9619500,7.8152880,10.071
220377091,8,9.7252950,4.2494270,10.072
220207577,8,12.3251700,0.2666370,10.076
220641548,8,19.6774500,9.9741630,10.076
220257155,8,15.0560700,1.7177890,10.077
220574573,8,16.6098300,8.4749460,10.077
220572224,8,11.8478100,8.4205000,10.081
220470784,8,24.0635700,6.1047130,10.086
220172257,8,13.1021850,-1.1066900,10.087
220476217,8,16.1457300,6.2259990,10.088
220527731,8,15.9396300,7.3862200,10.088
220697127,8,18.2178600,11.3932380,10.088
220625676,8,12.1785900,9.6075040,10.091
220667464,8,17.0444550,10.6114800,10.097
220209846,8,20.9925750,0.3524550,10.101
220214954,8,16.0084500,0.5288910,10.101
220176296,8,17.9450100,-0.9344960,10.105
220231989,8,21.6137850,1.1238110,10.109
220538646,8,10.7932050,7.6355950,10.110
220333324,8,13.1474100,3.3461290,10.111
220438798,8,17.4012900,5.4660940,10.112
220584599,8,10.0674600,8.6933920,10.112
220720768,8,15.0206700,12.0822320,10.114
220305954,8,22.3286400,2.7637890,10.116
220421165,8,9.5097600,5.1265560,10.116
220461691,8,11.9270100,5.9159380,10.118
220540678,8,19.4314950,7.6823010,10.119
220163853,8,17.0502450,-1.4198130,10.120
220610198,8,12.4918500,9.2495790,10.121
220462056,8,21.7753650,5.9231800,10.126
220561791,8,19.0748700,8.1684260,10.129
220686348,8,18.3194550,11.0955620,10.129
220200815,8,12.4386000,0.0257460,10.130
220417388,8,14.3838600,5.0544500,10.137
220212201,8,13.1233800,0.4354380,10.145
220513482,8,22.2008700,7.0748210,10.147
220211230,8,18.8990700,0.4016770,10.148
220295669,8,21.0396900,2.5408380,10.151
220196257,8,20.3628600,-0.1447050,10.153
220262633,8,17.5836750,1.8369170,10.153
220366709,8,10.0167150,4.0377300,10.155
220670303,8,13.8924150,10.6814270,10.156
220274812,8,15.5150850,2.0978740,10.157
